attacked_file,detection_csv,figure,baseline,attack_axis,attack_type,threshold_type,threshold,window_rule,W,N,rolling_mean_multiplier,prediction_file,prediction_column,n_eval_samples,detector,TP,FP,TN,FN,precision,recall,f1,false_positive_rate,detection_delay_samples
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W30_N8_mean1.5x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W30_N8_mean1.5x.png,baseline_02_high_altitude_hover,Roll,ramp,p99_abs,0.006861,W30_N8_mean1.5x,30,8,1.5,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,282,window_mean,0,268,14,0,0.0,,,0.950354609929078,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W30_N8_mean1.5x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W30_N8_mean1.5x.png,baseline_02_high_altitude_hover,Roll,ramp,p99_abs,0.006861,W30_N8_mean1.5x,30,8,1.5,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,282,window_combined,0,276,6,0,0.0,,,0.9787234042553191,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1x,10,3,1.0,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,point,0,255,27,0,0.0,,,0.9042553191489362,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1x,10,3,1.0,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_count,0,259,23,0,0.0,,,0.9184397163120568,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1x,10,3,1.0,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_mean,0,261,21,0,0.0,,,0.925531914893617,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1x,10,3,1.0,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_combined,0,262,20,0,0.0,,,0.9290780141843972,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.25x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.25x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1.25x,10,3,1.25,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,point,0,255,27,0,0.0,,,0.9042553191489362,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.25x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.25x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1.25x,10,3,1.25,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_count,0,259,23,0,0.0,,,0.9184397163120568,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.25x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.25x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1.25x,10,3,1.25,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_mean,0,259,23,0,0.0,,,0.9184397163120568,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.25x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.25x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1.25x,10,3,1.25,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_combined,0,262,20,0,0.0,,,0.9290780141843972,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.5x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.5x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1.5x,10,3,1.5,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,point,0,255,27,0,0.0,,,0.9042553191489362,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.5x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.5x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1.5x,10,3,1.5,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_count,0,259,23,0,0.0,,,0.9184397163120568,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.5x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.5x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1.5x,10,3,1.5,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_mean,0,256,26,0,0.0,,,0.9078014184397163,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.5x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W10_N3_mean1.5x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W10_N3_mean1.5x,10,3,1.5,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_combined,0,261,21,0,0.0,,,0.925531914893617,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1x,20,5,1.0,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,point,0,255,27,0,0.0,,,0.9042553191489362,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1x,20,5,1.0,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_count,0,263,19,0,0.0,,,0.9326241134751773,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1x,20,5,1.0,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_mean,0,265,17,0,0.0,,,0.9397163120567376,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1x,20,5,1.0,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_combined,0,269,13,0,0.0,,,0.9539007092198581,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.25x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.25x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1.25x,20,5,1.25,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,point,0,255,27,0,0.0,,,0.9042553191489362,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.25x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.25x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1.25x,20,5,1.25,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_count,0,263,19,0,0.0,,,0.9326241134751773,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.25x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.25x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1.25x,20,5,1.25,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_mean,0,261,21,0,0.0,,,0.925531914893617,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.25x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.25x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1.25x,20,5,1.25,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_combined,0,268,14,0,0.0,,,0.950354609929078,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.5x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.5x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1.5x,20,5,1.5,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,point,0,255,27,0,0.0,,,0.9042553191489362,
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.5x.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw__detect_W20_N5_mean1.5x.png,baseline_02_high_altitude_hover,Yaw,ramp,p99_abs,0.010773,W20_N5_mean1.5x,20,5,1.5,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Yaw_hybrid_prediction,282,window_count,0,263,19,0,0.0,,,0.9326241134751773,
